title,project,topic
"æ˜¾ç¤ºè°ƒç”¨ReferenceConfig.destory()æ–¹æ³•ç¼ºé™·",dubbo,TOPIC1
"ä½¿ç”¨dubbo2.5.4å‡ºçŽ°compile error: getPropertyValue (Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/Object; in com.alibaba.dubbo.common.bytecode.Wrapper6: inc onsistent stack height 5",dubbo,TOPIC1
"Wrapperçš„deal with get/set methodçš„ä½œç”¨",dubbo,TOPIC1
"download_dsyms action crashes when downloading from multiple iTunesConnect teams",fastlane,TOPIC1
"Snapshot support for macOS projects",fastlane,TOPIC1
"Passing group names with space to `pilot add` fails",fastlane,TOPIC1
"Fastlane Precheck fails with 'Failed: No broken urls-> unreachable URLs in app metadata'",fastlane,TOPIC1
"[Regression] Setting env var directly bypasses verify block",fastlane,TOPIC1
"Unknown device type for size iOS-5.8-in fastlane frameit",fastlane,TOPIC1
"Match can't find certificate in repo if run again.",fastlane,TOPIC1
"[scan] Question: what's the correct way of specifying iOS version in scan?",fastlane,TOPIC1
"[snapshot] 'iPad Pro (12.9-inch)' screenshot size 1 pixel off when running via iOS11/Xcode9",fastlane,TOPIC1
"issue template: fastlane's --capture_output includes Fastfile and other config files, which have Slack webhook URLs and other private credentials in them",fastlane,TOPIC1
"REDO #9405 cert checker aborts execution if the desired certificate is already present",fastlane,TOPIC1
"if API 404s fastlane dies",fastlane,TOPIC1
"Screengrab: `reinstall_app true` causes failure on Android >= API 25 without app installed",fastlane,TOPIC1
"Unsupported screen size [1668, 2224] - iPad Pro10.5 inch",fastlane,TOPIC1
"Permission denied when packaging readonly directories",fpm,TOPIC1
"fpm 1.3.0 fails to build npm rpm packages",fpm,TOPIC1
"cli: empty -d "" should be a failure validated by fpm",fpm,TOPIC1
"--config-files in conflict with --prefix option",fpm,TOPIC1
"Gem builds fail if folder in working directory matches gem name",fpm,TOPIC1
"Can create deb files with invalid name",fpm,TOPIC1
"Config file not copied into build directory",fpm,TOPIC1
"Weird permissions on prefix/top-level directory for tar to deb",fpm,TOPIC1
"Mapping source=dest ignores excludes",fpm,TOPIC1
"CPAN build fails when recursive dependencies are not installed",fpm,TOPIC1
"Generating puppet manifest failed",fpm,TOPIC1
"postbuild rpm install fails on different machine with: cpio: MD5 sum mismatch",fpm,TOPIC1
"Special characters in filepaths break RPM",fpm,TOPIC1
"Smallest Common Multiple -- add a note about // noprotect",freeCodeCamp,TOPIC1
"The commented code is considered for code validatation rather than just comment!",freeCodeCamp,TOPIC1
"Default Output for Output Component is Misleading",freeCodeCamp,TOPIC1
"[beta] error:: Unable to Add my LinkedIn to my Portfolio ",freeCodeCamp,TOPIC1
"This challenge does not pass in Firefox but does in Chrome.",freeCodeCamp,TOPIC1
"[beta] Client and server rendering difference",freeCodeCamp,TOPIC1
"[beta] Various Challenges. Cursor Jumping to Top of Page",freeCodeCamp,TOPIC1
"Local Scope and Functions issue with commented code.",freeCodeCamp,TOPIC1
"[beta] managing packages with npm - entire section broken",freeCodeCamp,TOPIC1
"Fix Types.toString for arrays",guava,TOPIC1
"Unexpected cache behavior when using Weigher, which can result in entries that never expire",guava,TOPIC1
"Contended cache access causes deadlock",guava,TOPIC1
"LoadingCache stops loading forever after race condition",guava,TOPIC1
"RaceCondition with AbstractExecutionThreadService?",guava,TOPIC1
"Throwables#lazyStackTrace throws UnsupportedOperationException on AIX 5.3",guava,TOPIC1
"Minor AggregateFuture cancellation race",guava,TOPIC1
"Non-returning waitForLoadingValue thread when no loading thread exists",guava,TOPIC1
"InternetDomainName incorrectly does not allow leading underscores",guava,TOPIC1
"LoadingCache returning values that "expired" when setting expireAfterWrite to 0 for testing",guava,TOPIC1
"FinalizableReferenceQueue can't be used in weblogic?",guava,TOPIC1
"SortedMapTestSuiteBuilder ignores CollectionSize.ZERO / CollectionSize.ONE",guava,TOPIC1
"BloomFilter add a new method:create(Funnel,long,double),but,i can not expected more than Integer.MAX_VALUE insertions?",guava,TOPIC1
"com.google.common.cache.AbstractCache.SimpleStatsCounter is NOT thread-safe",guava,TOPIC1
"LoadingCache.getIfPresent(key) returns null after LoadingCache.getUnchecked(key) returned non null value",guava,TOPIC1
"guava-tests build is failing on windows ",guava,TOPIC1
"PotentialDeadlockException.getConflictingStackTrace() returns private type",guava,TOPIC1
"DoubleMath.fuzzyEquals should reject a tolerance of -0.0",guava,TOPIC1
"TypeToken.isAssignableFrom with bounded wildcards",guava,TOPIC1
"Concurrency issue between get(K key, Callable<? extends V> valueLoader) and invalidate(Object key)",guava,TOPIC1
"InternetDomainName.isValid is not RFC1123 compliant",guava,TOPIC1
"EventBus.LoggingSubscriberExceptionHandler drops an exception",guava,TOPIC1
"ImmutableSortedSet with 1 non-Comparable element",guava,TOPIC1
"Class name repeated in output of resolveType()",guava,TOPIC1
"ExceptionInInitializerError",guava,TOPIC1
"FileBackedOutputStream can leak open files on IO error",guava,TOPIC1
"Double.POSITIVE_INFINITY seems to poison the com.google.common.util.concurrent.RateLimiter",guava,TOPIC1
"Redundant loading of the same keys when using LoadingCache.getAll()",guava,TOPIC1
"Preconditions.format possible NullPointerException",guava,TOPIC1
"CacheBuilder#removalListener(RemovalListener) lacks information about deferred invoking RemovalListener",guava,TOPIC1
"Edge case in EventBus#unregister",guava,TOPIC1
"Public suffix list is used as though it were designed to be exhaustive, but it's not",guava,TOPIC1
"TreeMultiset.setCount(null, old, new) behaves differently when multiset is empty",guava,TOPIC1
"InetAddresses.isInetAddress(String) - IPV6 validation issue ",guava,TOPIC1
"BloomFilter can't be serialized in Android",guava,TOPIC1
"InetAddresses.forString does not correctly handle IPv6 addresses with scope_id",guava,TOPIC1
"totalWeight Overflow problem in LocalCache.java",guava,TOPIC1
"IndexOutOfBoundsException in Striped",guava,TOPIC1
"Files.toString(File, Charset) puts an extra newline char to the result",guava,TOPIC1
"Cache try to refresh value on getIfPresent(key) and asMap().get(key)",guava,TOPIC1
"EventBus interacts poorly with generics",guava,TOPIC1
"Guava cache memory leak",guava,TOPIC1
"Cache returns already stale value when refreshing",guava,TOPIC1
"Decide whether to escape semicolons in urlPathSegmentEscaper()",guava,TOPIC1
"Some tests of our testers (in guava-testlib) fail on some JDKs",guava,TOPIC1
"LoadingCache.refresh(key) should not bump the access time",guava,TOPIC1
"What should happen when serializing a view collection of an *immutable* collection/map/etc.?",guava,TOPIC1
"InternetDomainName fails to validate URLs with hyphens at the end of a subdomain",guava,TOPIC1
"Cache.getAll fails to trigger refresh",guava,TOPIC1
"Unwarranted catching of ThreadDeath, OOME, etc.?",guava,TOPIC1
"Files and Resources do not handle UTF-8 files with BOM",guava,TOPIC1
"Disable or fix GWT serialization for classes without serializers",guava,TOPIC1
"DefaultStatusCodeHandlerResult has no default constructor, and the default XML serialiser can't serialise it",Nancy,TOPIC1
"Temp files not cleaned up",Nancy,TOPIC1
"Warning of empty body with Content-Type header",Nancy,TOPIC1
"Kestrel Exception on urlencoded paths when Content Negotiation adds links to responses",Nancy,TOPIC1
"Fix a memory leak",Nancy,TOPIC1
"FormsAuthentication Login/logout methods assume configuration is not null",Nancy,TOPIC1
"Greedy Route capturing too much within the DynamicDictionary when defining multiple routes that are Greedy.",Nancy,TOPIC1
"ContentNegotiation invokes ModelFactories multiple times",Nancy,TOPIC1
"Invalid http2 settings id may cause app crash.",okhttp,TOPIC1
"HeldCertificate.Builder fails with Robolectric 3.5.1",okhttp,TOPIC1
"Http2Connection does not handle integer overflow for stream id",okhttp,TOPIC1
"OKHttp retry",okhttp,TOPIC1
"MockWebServer request URL is wrong for proxy requests",okhttp,TOPIC1
"100 (Continue) HTTP response should be handled gracefully regardless of whether it was requested/expected",okhttp,TOPIC1
"NullPointerException in HttpUrl.class",okhttp,TOPIC1
"I have a lot of thread locked in my tomcat, and this may be related to okhttp",okhttp,TOPIC1
"Android O StrictMode: Untagged socket detected",okhttp,TOPIC1
"Tunneling to https with an auth http proxy",okhttp,TOPIC1
"A SocketTimeoutException occured after restart the network.",okhttp,TOPIC1
"NetworkOnMainThreadException when calling evictAll() method",okhttp,TOPIC1
"IOExceptions can cause infinite retries over HTTP/2",okhttp,TOPIC1
"Recover gracefully from corrupted cache",okhttp,TOPIC1
"HttpUrl.Builder.addQueryParameter is not escaping curly braces which causes Tomcat 8 to reject request",okhttp,TOPIC1
"Connection coalescing unreliable due to DNS overlaps",okhttp,TOPIC1
"A resource was acquired at attached stack trace but never released",okhttp,TOPIC1
"java.net.SocketTimeoutException from HTTP/2 connection leaves dead okhttp clients in pool",okhttp,TOPIC1
"A bug about io not close",okhttp,TOPIC1
"Inconsistent timeout behaviour when attaching an interceptor that accesses the ResponseBody",okhttp,TOPIC1
"`isCleartextTrafficPermitted()` fails on OpenJDK 8 + Robolectric",okhttp,TOPIC1
"User-Agent Header not used for TLS tunnel",okhttp,TOPIC1
"setHeaders() has surprising, bad side effects for MockResponse",okhttp,TOPIC1
"MockWebserver fails for empty body requests with "Transfer-Encoding: chunked" header",okhttp,TOPIC1
"Cache stops being written to when java.io.InterruptedIOException: thread interrupted",okhttp,TOPIC1
"Recover gracefully from Thread.interrupt()",okhttp,TOPIC1
"APIs for IDNs (â˜ƒ.net)",okhttp,TOPIC1
"Implement & enforce hostname label limits",okhttp,TOPIC1
"Consider upgrading HttpUrl to IDNA 2008",okhttp,TOPIC1
"Socks 4 Proxy broken",okhttp,TOPIC1
"Cache should recover gracefully when disk space is exhausted",okhttp,TOPIC1
"Make bouncycastle a provided dependency for mockwebserver",okhttp,TOPIC1
"Link Header pagination fails when there's no space between ';' and 'rel'",PowerShell,TOPIC1
"Command completion shows duplicate items on Linux when the current working directory is in $env:PATH",PowerShell,TOPIC1
"NullReferenceException in PrioritySendDataCollection.Clear()",PowerShell,TOPIC1
"Process is terminating due to StackOverflowException with custom provider on PSModulePath",PowerShell,TOPIC1
"FunctionInfo::ToString() repeats module prefix twice",PowerShell,TOPIC1
"Range operator (aka DotDot operator) with char operands in pipeline throws error",PowerShell,TOPIC1
"Test-ModuleManifest returns empty ExportedCmdlets",PowerShell,TOPIC1
"Registry provider: New-Item -Force shouldn't blindly recreate the leaf path component (registry key)",PowerShell,TOPIC1
"While debugging, sometimes won't cancel, and "accepting"",PowerShell,TOPIC1
"Inheritance from interface and class are inconsistent",PowerShell,TOPIC1
"Completion of hash table key has invalid replacement index/length",PowerShell,TOPIC1
"SeServiceLogonRight is not getting cleaned up after exiting JEA session",PowerShell,TOPIC1
"New-Item -Type Directory -Force # doesn't error when it should",PowerShell,TOPIC1
"Memory leak in Import-PSSession and Remove-Module",PowerShell,TOPIC1
"New-Item ignore's Path param if Name param is specified",PowerShell,TOPIC1
"PrioritySendDataCollection.Clear() can throw a null reference exception",PowerShell,TOPIC1
"$PSBoundParameters contains vestigial arguments from prior records",PowerShell,TOPIC1
"Write-Output -NoEnumerate wrap singular items into PSObject[]",PowerShell,TOPIC1
"New-TemporaryFile returns a object without extended filesystem provider properties",PowerShell,TOPIC1
"Test failed "Should have download link about Universal C runtime that is reachable"",PowerShell,TOPIC1
"Get-Command does not return all VisibleFunctions or VisibleCmdlets in JEA sessions with UMCI enforced",PowerShell,TOPIC1
"CredSSP.cs - Unhandled exception in DeleteUserDelegateSettings calling GPO.OpenLocalMachineGPO(1) causing the PowerShell process to exit.",PowerShell,TOPIC1
"Get-Date -UFormat inconsistencies compared to Linux strftime",PowerShell,TOPIC1
"Some scripts / files with wildcard metacharacter [ in the file name or path cannot be invoked or redirected to",PowerShell,TOPIC1
"Empty arguments not passed correctly",PowerShell,TOPIC1
"Client Certificate Authentication in WebCmdlets Unavailable for macOS",PowerShell,TOPIC1
"Installing on centos 7.3 fails using `install-powershell.sh`",PowerShell,TOPIC1
"Number literal passed as an unconstrained parameter can result in culture-sensitive default output",PowerShell,TOPIC1
"String in Sub-Expression incorrectly parsed",PowerShell,TOPIC1
"Start-Job -InitializationScript should support $using: variable references too",PowerShell,TOPIC1
"Get packaging working with newer FPM",PowerShell,TOPIC1
"Preventing setting 'Ignore' as the $ErrorActionPreference value is poorly enforced on the command line, and not at all in scripts",PowerShell,TOPIC1
"Resolve-Path normalizing trailing slash inconsistently",PowerShell,TOPIC1
"get-date -uformat V bug",PowerShell,TOPIC1
"Get-AuthenticodeSignature fails on NanoServer-Insider",PowerShell,TOPIC1
"Limitations .Net Core to migrate Test-Connection cmdlet",PowerShell,TOPIC1
"Get-FormatData doesn't report formatting data for some types for which formatting data ships with PowerShell.",PowerShell,TOPIC1
"Parameter values that start with a hyphen (dash) do not parameter-bind as expected when using the CLI with -File",PowerShell,TOPIC1
"Unix: A script without .ps1 extension passed to the powershell binary lacks invocation information ($PSCommandPath, $MyInvocation), such as when invoked via a shebang line.",PowerShell,TOPIC1
"On Unix, a *.ps1 file invariably shadows an executable script (using a shebang line) with the same filename root when invoked with a relative path",PowerShell,TOPIC1
"Split-Path -Parent /foo (root-location item path) returns the empty string instead of the root location on Unix",PowerShell,TOPIC1
"Write-Warning causes errors in functions called with -WarningAction Ignore ",PowerShell,TOPIC1
"If a module 'test' has multiple nested .psm1 modules that define powershell classes, then `using module test` can only load the classes defined in `test.psm1` but not other .psm1 files",PowerShell,TOPIC1
